name,tapebert_mlp_pred_result_1,tapebert_mlp_pred_result_2,tapebert_mlp_pred_result_3,tapebert_mlp_pred_result_4,tapebert_mlp_pred_result_5,tapebert_mlp_pred_result_vote,tapebert_svm_pred_result_1,tapebert_svm_pred_result_2,tapebert_svm_pred_result_3,tapebert_svm_pred_result_4,tapebert_svm_pred_result_5,tapebert_svm_pred_result_vote,pssm_cnn_pred_result_1,pssm_cnn_pred_result_2,pssm_cnn_pred_result_3,pssm_cnn_pred_result_4,pssm_cnn_pred_result_5,pssm_cnn_pred_result_vote,hybrid_bilstm_pred_result_1,hybrid_bilstm_pred_result_2,hybrid_bilstm_pred_result_3,hybrid_bilstm_pred_result_4,hybrid_bilstm_pred_result_5,hybrid_bilstm_pred_result_vote
lcl|NC_012442.1_prot_WP_004686083.1_474,0.0,0.001,0.007,0.0,0.0,0.0,0.007,0.002,0.005,0.005,0.007,0.0,0.13,0.028,0.029,0.056,0.068,0.0,0.002,0.001,0.016,0.038,0.001,0.0
lcl|NC_012442.1_prot_WP_004686082.1_476,0.0,0.001,0.008,0.0,0.001,0.0,0.006,0.007,0.004,0.005,0.008,0.0,0.043,0.011,0.013,0.013,0.01,0.0,0.046,0.006,0.006,0.131,0.003,0.0
lcl|NC_012442.1_prot_WP_004686081.1_477,0.041,0.05,0.038,0.03,0.009,0.0,0.01,0.018,0.013,0.005,0.007,0.0,0.173,0.334,0.07,0.077,0.101,0.0,0.005,0.004,0.006,0.012,0.008,0.0
lcl|NC_012442.1_prot_WP_004686080.1_478,0.002,0.035,0.078,0.039,0.003,0.0,0.058,0.048,0.088,0.069,0.098,0.0,0.04,0.017,0.035,0.039,0.01,0.0,0.007,0.002,0.004,0.025,0.002,0.0
lcl|NC_012442.1_prot_WP_002972060.1_479,0.124,0.085,0.054,0.041,0.085,0.0,0.009,0.007,0.009,0.004,0.006,0.0,0.24,0.492,0.125,0.116,0.108,0.0,0.022,0.079,0.01,0.033,0.009,0.0
lcl|NC_012442.1_prot_WP_004681873.1_480,0.048,0.221,0.171,0.173,0.114,0.0,0.065,0.058,0.041,0.06,0.042,0.0,0.605,0.66,0.357,0.232,0.474,0.4,0.045,0.053,0.006,0.196,0.019,0.0
lcl|NC_012442.1_prot_WP_006135422.1_481,0.128,0.303,0.278,0.383,0.226,0.0,0.136,0.098,0.207,0.164,0.176,0.0,0.511,0.384,0.344,0.472,0.496,0.2,0.657,0.695,0.412,0.628,0.762,0.8
lcl|NC_012442.1_prot_WP_087910426.1_482,0.001,0.046,0.061,0.011,0.019,0.0,0.02,0.022,0.05,0.022,0.026,0.0,0.054,0.087,0.012,0.021,0.014,0.0,0.065,0.252,0.049,0.025,0.017,0.0
lcl|NC_012442.1_prot_WP_014489604.1_483,0.342,0.363,0.391,0.516,0.119,0.2,0.343,0.295,0.577,0.306,0.484,0.2,0.751,0.66,0.621,0.687,0.67,1.0,0.981,1.0,0.969,0.97,0.979,1.0
lcl|NC_012442.1_prot_WP_002966079.1_485,0.306,0.519,0.214,0.178,0.277,0.2,0.171,0.216,0.172,0.159,0.163,0.0,0.074,0.058,0.072,0.033,0.044,0.0,0.147,0.121,0.044,0.058,0.015,0.0
lcl|NC_012442.1_prot_WP_004686077.1_486,0.022,0.029,0.276,0.016,0.018,0.0,0.104,0.087,0.116,0.128,0.126,0.0,0.041,0.019,0.015,0.024,0.023,0.0,0.059,0.002,0.007,0.042,0.0,0.0
lcl|NC_012442.1_prot_WP_004681878.1_487,0.001,0.028,0.011,0.006,0.01,0.0,0.012,0.015,0.014,0.008,0.01,0.0,0.003,0.014,0.001,0.003,0.003,0.0,0.015,0.045,0.002,0.046,0.003,0.0
lcl|NC_012442.1_prot_WP_002968421.1_488,0.168,0.068,0.049,0.04,0.026,0.0,0.014,0.018,0.021,0.013,0.022,0.0,0.15,0.07,0.098,0.351,0.121,0.0,0.222,0.233,0.04,0.037,0.024,0.0
lcl|NC_012442.1_prot_WP_002970678.1_490,0.232,0.53,0.412,0.602,0.214,0.4,0.556,0.665,0.413,0.572,0.456,0.6,0.625,0.766,0.382,0.714,0.415,0.6,0.454,0.365,0.114,0.474,0.066,0.0
lcl|NC_012442.1_prot_WP_002972070.1_491,0.614,0.662,0.43,0.757,0.394,0.6,0.172,0.168,0.342,0.134,0.224,0.0,0.632,0.683,0.607,0.313,0.588,0.8,0.863,0.895,0.284,0.535,0.632,0.8
lcl|NC_012442.1_prot_WP_004681880.1_492,0.115,0.134,0.059,0.075,0.093,0.0,0.037,0.059,0.055,0.02,0.045,0.0,0.017,0.008,0.017,0.002,0.012,0.0,0.015,0.005,0.005,0.035,0.02,0.0
lcl|NC_012442.1_prot_WP_004681881.1_493,0.0,0.002,0.015,0.0,0.003,0.0,0.016,0.012,0.01,0.015,0.01,0.0,0.047,0.053,0.026,0.015,0.025,0.0,0.004,0.001,0.0,0.006,0.001,0.0
lcl|NC_012442.1_prot_WP_002966072.1_494,0.115,0.105,0.305,0.046,0.011,0.0,0.047,0.046,0.053,0.018,0.044,0.0,0.157,0.145,0.374,0.224,0.742,0.2,0.031,0.042,0.03,0.049,0.009,0.0
lcl|NC_012442.1_prot_WP_004681882.1_495,0.431,0.482,0.529,0.464,0.488,0.2,0.193,0.163,0.153,0.165,0.311,0.0,0.274,0.379,0.199,0.254,0.044,0.0,0.73,0.861,0.624,0.474,0.76,0.8
lcl|NC_012442.1_prot_WP_004681883.1_496,0.283,0.156,0.208,0.148,0.342,0.0,0.148,0.117,0.09,0.076,0.113,0.0,0.347,0.368,0.255,0.19,0.167,0.0,0.014,0.0,0.001,0.01,0.0,0.0
lcl|NC_012442.1_prot_WP_002966068.1_497,0.002,0.0,0.019,0.002,0.001,0.0,0.013,0.009,0.007,0.015,0.008,0.0,0.012,0.001,0.007,0.005,0.002,0.0,0.006,0.001,0.021,0.021,0.002,0.0
lcl|NC_012442.1_prot_WP_004686075.1_498,0.003,0.003,0.017,0.007,0.002,0.0,0.06,0.03,0.044,0.034,0.051,0.0,0.032,0.013,0.015,0.004,0.015,0.0,0.002,0.0,0.001,0.009,0.0,0.0
lcl|NC_012442.1_prot_WP_004681885.1_499,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.001,0.001,0.001,0.0,0.035,0.038,0.027,0.029,0.077,0.0,0.001,0.0,0.0,0.0,0.0,0.0
lcl|NC_012442.1_prot_WP_005975450.1_500,0.031,0.025,0.03,0.026,0.011,0.0,0.047,0.049,0.03,0.045,0.039,0.0,0.055,0.035,0.018,0.007,0.064,0.0,0.019,0.018,0.009,0.026,0.005,0.0
lcl|NC_012442.1_prot_WP_002966064.1_501,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.001,0.002,0.002,0.0,0.034,0.006,0.014,0.007,0.004,0.0,0.0,0.0,0.0,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_004686877.1_503,0.032,0.081,0.08,0.067,0.032,0.0,0.1,0.083,0.062,0.097,0.059,0.0,0.018,0.018,0.012,0.007,0.011,0.0,0.006,0.005,0.001,0.011,0.012,0.0
lcl|NC_012442.1_prot_WP_002969339.1_504,0.0,0.008,0.009,0.007,0.002,0.0,0.004,0.004,0.005,0.005,0.005,0.0,0.018,0.051,0.028,0.025,0.016,0.0,0.001,0.002,0.0,0.007,0.0,0.0
lcl|NC_012442.1_prot_WP_002966060.1_505,0.0,0.005,0.045,0.012,0.008,0.0,0.024,0.023,0.017,0.024,0.014,0.0,0.537,0.284,0.236,0.157,0.346,0.2,0.008,0.002,0.002,0.019,0.008,0.0
lcl|NC_012442.1_prot_WP_002971243.1_506,0.034,0.12,0.249,0.143,0.327,0.0,0.294,0.199,0.268,0.159,0.251,0.0,0.259,0.1,0.097,0.04,0.118,0.0,0.084,0.007,0.056,0.103,0.57,0.2
lcl|NC_012442.1_prot_WP_004686074.1_507,0.004,0.005,0.032,0.004,0.0,0.0,0.015,0.013,0.027,0.008,0.015,0.0,0.032,0.017,0.026,0.01,0.006,0.0,0.001,0.0,0.0,0.004,0.0,0.0
lcl|NC_012442.1_prot_WP_004681889.1_508,0.022,0.005,0.046,0.004,0.003,0.0,0.013,0.027,0.018,0.034,0.04,0.0,0.134,0.043,0.075,0.042,0.06,0.0,0.144,0.012,0.031,0.061,0.41,0.0
lcl|NC_012442.1_prot_WP_002966056.1_509,0.02,0.062,0.248,0.224,0.138,0.0,0.038,0.07,0.07,0.026,0.06,0.0,0.228,0.057,0.105,0.075,0.065,0.0,0.056,0.272,0.004,0.079,0.003,0.0
lcl|NC_012442.1_prot_WP_004686073.1_510,0.007,0.004,0.02,0.003,0.003,0.0,0.013,0.015,0.014,0.025,0.014,0.0,0.05,0.007,0.013,0.008,0.007,0.0,0.025,0.003,0.031,0.047,0.002,0.0
lcl|NC_012442.1_prot_WP_002966054.1_511,0.041,0.221,0.09,0.034,0.046,0.0,0.024,0.043,0.047,0.031,0.035,0.0,0.128,0.064,0.029,0.035,0.024,0.0,0.002,0.0,0.0,0.003,0.0,0.0
lcl|NC_012442.1_prot_WP_002966053.1_512,0.002,0.001,0.011,0.001,0.001,0.0,0.006,0.008,0.005,0.006,0.006,0.0,0.049,0.019,0.013,0.021,0.034,0.0,0.068,0.002,0.003,0.041,0.003,0.0
lcl|NC_012442.1_prot_WP_004684961.1_513,0.018,0.004,0.047,0.015,0.004,0.0,0.032,0.045,0.051,0.042,0.03,0.0,0.068,0.063,0.035,0.041,0.065,0.0,0.162,0.125,0.059,0.191,0.125,0.0
lcl|NC_012442.1_prot_WP_004681894.1_514,0.015,0.001,0.012,0.002,0.002,0.0,0.008,0.006,0.009,0.011,0.007,0.0,0.082,0.067,0.044,0.034,0.05,0.0,0.002,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_002966050.1_515,0.0,0.0,0.001,0.0,0.001,0.0,0.005,0.02,0.013,0.007,0.009,0.0,0.042,0.018,0.01,0.03,0.014,0.0,0.002,0.0,0.0,0.011,0.0,0.0
lcl|NC_012442.1_prot_WP_004686072.1_516,0.0,0.002,0.011,0.0,0.001,0.0,0.007,0.006,0.01,0.008,0.005,0.0,0.02,0.036,0.017,0.016,0.008,0.0,0.003,0.004,0.004,0.004,0.001,0.0
lcl|NC_012442.1_prot_WP_004681896.1_517,0.006,0.015,0.055,0.003,0.001,0.0,0.013,0.014,0.016,0.006,0.023,0.0,0.116,0.081,0.033,0.023,0.014,0.0,0.021,0.015,0.018,0.042,0.005,0.0
lcl|NC_012442.1_prot_WP_002967296.1_518,0.335,0.233,0.239,0.144,0.029,0.0,0.064,0.105,0.1,0.042,0.139,0.0,0.763,0.678,0.355,0.194,0.126,0.4,0.418,0.384,0.099,0.389,0.047,0.0
lcl|NC_012442.1_prot_WP_002971240.1_519,0.001,0.001,0.077,0.005,0.016,0.0,0.012,0.011,0.016,0.013,0.012,0.0,0.201,0.205,0.118,0.118,0.076,0.0,0.027,0.007,0.024,0.018,0.011,0.0
lcl|NC_012442.1_prot_WP_006135411.1_520,0.231,0.314,0.171,0.214,0.151,0.0,0.061,0.077,0.082,0.098,0.08,0.0,0.046,0.012,0.029,0.009,0.012,0.0,0.032,0.0,0.002,0.023,0.003,0.0
lcl|NC_012442.1_prot_WP_004684956.1_521,0.001,0.011,0.012,0.016,0.001,0.0,0.04,0.028,0.028,0.019,0.012,0.0,0.017,0.02,0.013,0.006,0.018,0.0,0.001,0.001,0.0,0.013,0.0,0.0
lcl|NC_012442.1_prot_WP_002966042.1_522,0.129,0.124,0.328,0.063,0.057,0.0,0.124,0.121,0.183,0.093,0.154,0.0,0.036,0.009,0.013,0.015,0.008,0.0,0.136,0.058,0.317,0.24,0.01,0.0
lcl|NC_012442.1_prot_WP_004681900.1_523,0.917,0.893,0.407,0.595,0.969,0.8,0.419,0.447,0.42,0.538,0.401,0.2,0.777,0.648,0.567,0.524,0.673,1.0,0.958,0.991,0.838,0.891,0.989,1.0
lcl|NC_012442.1_prot_WP_004686070.1_524,0.0,0.0,0.004,0.0,0.0,0.0,0.012,0.01,0.01,0.004,0.012,0.0,0.018,0.013,0.005,0.003,0.001,0.0,0.001,0.0,0.0,0.004,0.0,0.0
lcl|NC_012442.1_prot_WP_004686069.1_525,0.16,0.304,0.203,0.065,0.125,0.0,0.055,0.095,0.061,0.072,0.061,0.0,0.088,0.001,0.021,0.021,0.005,0.0,0.007,0.002,0.01,0.073,0.009,0.0
lcl|NC_012442.1_prot_WP_002971239.1_526,0.0,0.004,0.008,0.0,0.003,0.0,0.032,0.061,0.044,0.043,0.026,0.0,0.186,0.035,0.042,0.007,0.041,0.0,0.001,0.0,0.0,0.003,0.0,0.0
lcl|NC_012442.1_prot_WP_004684953.1_527,0.012,0.007,0.003,0.004,0.005,0.0,0.002,0.003,0.002,0.002,0.002,0.0,0.02,0.003,0.014,0.0,0.004,0.0,0.002,0.0,0.0,0.0,0.0,0.0
lcl|NC_012442.1_prot_WP_002966035.1_528,0.003,0.009,0.071,0.001,0.002,0.0,0.018,0.014,0.024,0.025,0.024,0.0,0.041,0.038,0.025,0.037,0.008,0.0,0.101,0.015,0.006,0.02,0.001,0.0
lcl|NC_012442.1_prot_WP_002966034.1_529,0.0,0.0,0.001,0.0,0.0,0.0,0.014,0.005,0.005,0.013,0.007,0.0,0.027,0.014,0.006,0.003,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lcl|NC_012442.1_prot_WP_004681903.1_530,0.0,0.0,0.007,0.0,0.0,0.0,0.007,0.004,0.005,0.005,0.005,0.0,0.113,0.067,0.133,0.07,0.071,0.0,0.028,0.0,0.0,0.008,0.0,0.0
lcl|NC_012442.1_prot_WP_004681904.1_531,0.018,0.02,0.01,0.019,0.016,0.0,0.02,0.016,0.022,0.015,0.013,0.0,0.018,0.017,0.036,0.016,0.106,0.0,0.011,0.001,0.0,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_004686068.1_532,0.024,0.003,0.016,0.004,0.001,0.0,0.005,0.007,0.005,0.011,0.007,0.0,0.088,0.051,0.049,0.06,0.006,0.0,0.392,0.03,0.075,0.049,0.043,0.0
lcl|NC_012442.1_prot_WP_002968433.1_534,0.093,0.162,0.274,0.123,0.051,0.0,0.127,0.166,0.219,0.178,0.151,0.0,0.024,0.037,0.032,0.024,0.017,0.0,0.007,0.0,0.0,0.039,0.0,0.0
lcl|NC_012442.1_prot_WP_004686067.1_535,0.023,0.029,0.091,0.019,0.001,0.0,0.033,0.061,0.06,0.063,0.071,0.0,0.077,0.017,0.033,0.025,0.014,0.0,0.001,0.0,0.0,0.007,0.001,0.0
lcl|NC_012442.1_prot_WP_002968434.1_536,0.003,0.006,0.027,0.004,0.009,0.0,0.021,0.031,0.017,0.035,0.033,0.0,0.086,0.074,0.046,0.066,0.104,0.0,0.015,0.008,0.002,0.006,0.0,0.0
lcl|NC_012442.1_prot_WP_006135410.1_537,0.0,0.003,0.008,0.0,0.0,0.0,0.003,0.009,0.008,0.007,0.004,0.0,0.231,0.068,0.118,0.078,0.035,0.0,0.011,0.02,0.0,0.014,0.009,0.0
lcl|NC_012442.1_prot_WP_006135409.1_538,0.0,0.005,0.004,0.004,0.003,0.0,0.008,0.011,0.012,0.021,0.006,0.0,0.038,0.039,0.014,0.012,0.024,0.0,0.002,0.0,0.0,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_002966024.1_539,0.11,0.47,0.139,0.445,0.606,0.2,0.303,0.203,0.28,0.203,0.064,0.0,0.516,0.947,0.583,0.811,0.02,0.8,0.116,0.231,0.029,0.11,0.061,0.0
lcl|NC_012442.1_prot_WP_004681910.1_540,0.058,0.001,0.011,0.008,0.008,0.0,0.011,0.007,0.009,0.012,0.011,0.0,0.078,0.034,0.02,0.017,0.032,0.0,0.013,0.0,0.001,0.006,0.0,0.0
lcl|NC_012442.1_prot_WP_002966022.1_541,0.008,0.001,0.032,0.004,0.001,0.0,0.013,0.02,0.02,0.025,0.013,0.0,0.114,0.128,0.034,0.339,0.333,0.0,0.159,0.001,0.015,0.16,0.012,0.0
lcl|NC_012442.1_prot_WP_002966021.1_542,0.008,0.023,0.086,0.066,0.134,0.0,0.059,0.053,0.059,0.062,0.041,0.0,0.838,0.606,0.633,0.543,0.842,1.0,0.519,0.735,0.7,0.131,0.56,0.8
lcl|NC_012442.1_prot_WP_002969333.1_544,0.014,0.018,0.055,0.007,0.003,0.0,0.033,0.028,0.031,0.044,0.036,0.0,0.027,0.035,0.017,0.006,0.007,0.0,0.011,0.002,0.001,0.021,0.0,0.0
lcl|NC_012442.1_prot_WP_004681912.1_545,0.005,0.43,0.169,0.378,0.032,0.0,0.16,0.255,0.19,0.233,0.194,0.0,0.578,0.627,0.475,0.502,0.57,0.8,0.229,0.947,0.387,0.74,0.119,0.4
lcl|NC_012442.1_prot_WP_004686062.1_546,0.321,0.035,0.054,0.052,0.087,0.0,0.023,0.057,0.054,0.038,0.021,0.0,0.021,0.016,0.02,0.017,0.007,0.0,0.011,0.0,0.0,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_002968441.1_547,0.066,0.057,0.034,0.016,0.043,0.0,0.003,0.003,0.004,0.008,0.005,0.0,0.273,0.279,0.42,0.085,0.082,0.0,0.015,0.01,0.002,0.006,0.003,0.0
lcl|NC_012442.1_prot_WP_002971236.1_548,0.251,0.364,0.201,0.298,0.365,0.0,0.135,0.172,0.137,0.197,0.103,0.0,0.805,0.873,0.628,0.745,0.803,1.0,0.245,0.058,0.137,0.192,0.328,0.0
lcl|NC_012442.1_prot_WP_002966014.1_549,0.893,0.731,0.53,0.696,0.807,1.0,0.544,0.651,0.694,0.867,0.712,1.0,0.843,0.197,0.256,0.442,0.433,0.2,0.93,0.817,0.589,0.417,0.296,0.6
lcl|NC_012442.1_prot_WP_004686061.1_550,0.008,0.02,0.014,0.013,0.012,0.0,0.023,0.016,0.021,0.017,0.013,0.0,0.737,0.809,0.621,0.69,0.968,1.0,0.027,0.012,0.003,0.036,0.027,0.0
lcl|NC_012442.1_prot_WP_002971235.1_551,0.106,0.129,0.165,0.108,0.085,0.0,0.106,0.118,0.134,0.095,0.144,0.0,0.041,0.029,0.034,0.014,0.019,0.0,0.06,0.006,0.029,0.064,0.005,0.0
lcl|NC_012442.1_prot_WP_002966011.1_552,0.027,0.031,0.045,0.02,0.036,0.0,0.012,0.014,0.009,0.008,0.013,0.0,0.112,0.106,0.046,0.004,0.046,0.0,0.007,0.008,0.001,0.012,0.002,0.0
lcl|NC_012442.1_prot_WP_004681918.1_553,0.001,0.007,0.12,0.024,0.027,0.0,0.102,0.053,0.063,0.105,0.096,0.0,0.216,0.335,0.242,0.319,0.364,0.0,0.026,0.001,0.001,0.008,0.022,0.0
lcl|NC_012442.1_prot_WP_004686060.1_554,0.0,0.0,0.004,0.0,0.001,0.0,0.005,0.002,0.004,0.005,0.005,0.0,0.085,0.062,0.067,0.05,0.024,0.0,0.001,0.0,0.003,0.013,0.0,0.0
lcl|NC_012442.1_prot_WP_004686058.1_556,0.008,0.172,0.106,0.163,0.147,0.0,0.088,0.031,0.076,0.091,0.062,0.0,0.032,0.019,0.024,0.022,0.023,0.0,0.028,0.165,0.064,0.079,0.012,0.0
lcl|NC_012442.1_prot_WP_004686057.1_557,0.0,0.002,0.005,0.0,0.004,0.0,0.003,0.002,0.003,0.006,0.004,0.0,0.041,0.01,0.023,0.012,0.033,0.0,0.004,0.001,0.001,0.003,0.018,0.0
lcl|NC_012442.1_prot_WP_006135397.1_558,0.004,0.003,0.047,0.003,0.002,0.0,0.017,0.021,0.014,0.014,0.014,0.0,0.087,0.056,0.042,0.04,0.06,0.0,0.027,0.002,0.005,0.015,0.003,0.0
lcl|NC_012442.1_prot_WP_002968962.1_559,0.0,0.0,0.006,0.0,0.0,0.0,0.008,0.015,0.013,0.01,0.012,0.0,0.019,0.032,0.017,0.014,0.003,0.0,0.002,0.0,0.0,0.004,0.0,0.0
lcl|NC_012442.1_prot_WP_004686055.1_560,0.0,0.001,0.004,0.0,0.0,0.0,0.004,0.004,0.004,0.004,0.002,0.0,0.057,0.035,0.035,0.02,0.028,0.0,0.024,0.0,0.0,0.007,0.0,0.0
lcl|NC_012442.1_prot_WP_004684941.1_561,0.0,0.0,0.003,0.0,0.0,0.0,0.005,0.005,0.006,0.008,0.004,0.0,0.095,0.086,0.041,0.027,0.047,0.0,0.36,0.025,0.009,0.032,0.017,0.0
lcl|NC_012442.1_prot_WP_004681922.1_562,0.012,0.006,0.008,0.003,0.002,0.0,0.016,0.015,0.014,0.028,0.019,0.0,0.15,0.128,0.122,0.05,0.18,0.0,0.055,0.033,0.005,0.032,0.01,0.0
lcl|NC_012442.1_prot_WP_002965997.1_563,0.04,0.029,0.157,0.044,0.144,0.0,0.193,0.184,0.155,0.127,0.234,0.0,0.22,0.399,0.347,0.217,0.551,0.2,0.113,0.002,0.003,0.057,0.003,0.0
lcl|NC_012442.1_prot_WP_004681924.1_565,0.001,0.001,0.005,0.001,0.0,0.0,0.004,0.005,0.003,0.008,0.003,0.0,0.028,0.015,0.043,0.003,0.077,0.0,0.004,0.0,0.0,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_006135395.1_566,0.001,0.009,0.02,0.0,0.002,0.0,0.031,0.022,0.07,0.041,0.033,0.0,0.025,0.038,0.024,0.006,0.004,0.0,0.016,0.0,0.001,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_002965993.1_567,0.105,0.226,0.194,0.094,0.123,0.0,0.077,0.083,0.082,0.071,0.08,0.0,0.281,0.205,0.355,0.378,0.123,0.0,0.026,0.0,0.0,0.01,0.001,0.0
lcl|NC_012442.1_prot_WP_004681926.1_569,0.0,0.002,0.028,0.001,0.0,0.0,0.003,0.005,0.01,0.002,0.005,0.0,0.289,0.077,0.182,0.216,0.222,0.0,0.001,0.001,0.001,0.007,0.001,0.0
lcl|NC_012442.1_prot_WP_004686051.1_570,0.116,0.097,0.096,0.06,0.039,0.0,0.031,0.041,0.038,0.048,0.029,0.0,0.019,0.051,0.007,0.004,0.013,0.0,0.349,0.045,0.529,0.184,0.007,0.2
lcl|NC_012442.1_prot_WP_004686050.1_571,0.0,0.0,0.003,0.001,0.0,0.0,0.015,0.008,0.013,0.007,0.012,0.0,0.079,0.017,0.045,0.023,0.015,0.0,0.002,0.0,0.0,0.005,0.0,0.0
lcl|NC_012442.1_prot_WP_004681929.1_572,0.0,0.0,0.002,0.002,0.003,0.0,0.008,0.009,0.006,0.009,0.005,0.0,0.018,0.031,0.029,0.05,0.031,0.0,0.012,0.004,0.005,0.003,0.009,0.0
lcl|NC_012442.1_prot_WP_002967283.1_573,0.009,0.012,0.015,0.027,0.013,0.0,0.036,0.02,0.017,0.025,0.013,0.0,0.139,0.145,0.073,0.168,0.137,0.0,0.028,0.111,0.002,0.044,0.017,0.0
lcl|NC_012442.1_prot_WP_004686049.1_574,0.005,0.0,0.001,0.006,0.003,0.0,0.001,0.002,0.001,0.002,0.002,0.0,0.073,0.013,0.011,0.007,0.017,0.0,0.0,0.0,0.0,0.002,0.001,0.0
lcl|NC_012442.1_prot_WP_004684935.1_575,0.016,0.002,0.004,0.02,0.008,0.0,0.004,0.006,0.002,0.006,0.006,0.0,0.073,0.023,0.012,0.008,0.006,0.0,0.014,0.065,0.002,0.04,0.18,0.0
lcl|NC_012442.1_prot_WP_004681932.1_576,0.04,0.018,0.116,0.009,0.009,0.0,0.024,0.025,0.036,0.021,0.03,0.0,0.054,0.021,0.046,0.026,0.018,0.0,0.316,0.141,0.103,0.232,0.051,0.0
lcl|NC_012442.1_prot_WP_004681933.1_577,0.0,0.0,0.007,0.0,0.0,0.0,0.068,0.057,0.037,0.044,0.052,0.0,0.029,0.049,0.028,0.021,0.007,0.0,0.003,0.0,0.0,0.004,0.002,0.0
lcl|NC_012442.1_prot_WP_004686048.1_578,0.012,0.049,0.094,0.035,0.025,0.0,0.061,0.054,0.071,0.021,0.063,0.0,0.091,0.038,0.069,0.031,0.034,0.0,0.0,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_004684931.1_579,0.0,0.0,0.006,0.0,0.0,0.0,0.024,0.014,0.012,0.015,0.009,0.0,0.007,0.006,0.012,0.002,0.018,0.0,0.006,0.0,0.008,0.004,0.003,0.0
lcl|NC_012442.1_prot_WP_004684930.1_580,0.0,0.0,0.012,0.0,0.0,0.0,0.057,0.032,0.015,0.033,0.017,0.0,0.021,0.007,0.049,0.015,0.019,0.0,0.001,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_004686047.1_581,0.017,0.001,0.009,0.013,0.012,0.0,0.007,0.007,0.003,0.007,0.01,0.0,0.028,0.002,0.007,0.006,0.001,0.0,0.0,0.0,0.0,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_004686046.1_582,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.001,0.003,0.002,0.0,0.011,0.015,0.011,0.005,0.01,0.0,0.003,0.0,0.003,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_004681939.1_583,0.024,0.027,0.082,0.012,0.007,0.0,0.111,0.242,0.118,0.224,0.147,0.0,0.362,0.305,0.334,0.142,0.382,0.0,0.083,0.006,0.004,0.028,0.011,0.0
lcl|NC_012442.1_prot_WP_005971258.1_584,0.0,0.001,0.001,0.0,0.0,0.0,0.006,0.008,0.006,0.003,0.005,0.0,0.024,0.033,0.037,0.044,0.075,0.0,0.0,0.001,0.004,0.0,0.009,0.0
lcl|NC_012442.1_prot_WP_002965974.1_585,0.006,0.01,0.019,0.008,0.011,0.0,0.007,0.009,0.017,0.005,0.018,0.0,0.046,0.021,0.013,0.064,0.017,0.0,0.112,0.033,0.002,0.011,0.002,0.0
lcl|NC_012442.1_prot_WP_004681942.1_587,0.003,0.015,0.029,0.025,0.005,0.0,0.025,0.014,0.021,0.017,0.01,0.0,0.023,0.016,0.009,0.003,0.014,0.0,0.0,0.0,0.0,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_004686044.1_589,0.013,0.005,0.018,0.058,0.046,0.0,0.034,0.026,0.023,0.011,0.013,0.0,0.201,0.179,0.057,0.142,0.479,0.0,0.022,0.01,0.018,0.018,0.015,0.0
lcl|NC_012442.1_prot_WP_002968467.1_591,0.347,0.699,0.361,0.869,0.245,0.4,0.093,0.092,0.189,0.058,0.229,0.0,0.924,0.932,0.87,0.909,0.892,1.0,0.687,0.885,0.461,0.715,0.159,0.6
lcl|NC_012442.1_prot_WP_002965966.1_592,0.001,0.001,0.093,0.003,0.0,0.0,0.077,0.08,0.06,0.066,0.072,0.0,0.024,0.016,0.029,0.014,0.009,0.0,0.493,0.011,0.055,0.131,0.096,0.0
lcl|NC_012442.1_prot_WP_002972089.1_593,0.011,0.031,0.038,0.042,0.015,0.0,0.026,0.043,0.047,0.03,0.032,0.0,0.063,0.019,0.091,0.022,0.038,0.0,0.005,0.0,0.0,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_004681948.1_594,0.0,0.0,0.001,0.0,0.0,0.0,0.005,0.009,0.002,0.004,0.004,0.0,0.021,0.009,0.029,0.006,0.027,0.0,0.001,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_002968468.1_595,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.004,0.002,0.003,0.002,0.0,0.037,0.014,0.039,0.023,0.065,0.0,0.001,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_002965962.1_596,0.006,0.0,0.003,0.015,0.002,0.0,0.003,0.003,0.001,0.002,0.003,0.0,0.024,0.007,0.012,0.005,0.002,0.0,0.002,0.0,0.0,0.033,0.023,0.0
